id,ram,cpu
0,0,1
1,0,0
2,1,0
3,0,0
4,0,0
5,1,1
6,0,1
7,1,1
8,0,0
9,0,1
10,0,0
11,1,1
12,1,0
13,0,0
14,1,1
15,0,0
16,0,0
17,1,1
18,0,1
19,1,0
20,1,1
21,0,1
22,1,1
23,1,0
24,0,0
25,0,0
26,1,1
27,1,1
28,0,1
29,1,0
30,0,1
31,0,1
32,1,1
33,1,1
34,0,0
35,0,1
36,1,1
37,0,1
38,1,1
39,1,0
40,0,1
41,0,1
42,1,0
43,0,0
44,0,0
45,1,0
46,0,1
47,0,1
48,1,1
49,0,0
50,0,0
51,0,0
52,1,0
53,0,0
54,1,1
55,1,1
56,0,0
57,1,0
58,0,0
59,0,1
60,0,0
61,0,1
62,0,0
63,1,1
64,0,0
65,0,1
66,0,1
67,0,1
68,1,0
69,1,0
70,1,1
71,0,0
72,0,1
73,0,0
74,1,1
75,0,1
76,1,1
77,0,0
78,1,1
79,0,1
80,1,1
81,1,0
82,1,0
83,1,0
84,0,0
85,0,1
86,1,1
87,0,0
88,1,0
89,1,0
90,0,1
91,0,0
92,0,1
93,1,1
94,0,1
95,0,0
96,0,0
97,1,0
98,1,1
99,0,1
100,1,0
101,1,1
102,0,1
103,1,0
104,1,1
105,0,1
106,0,0
107,0,0
108,0,0
109,1,1
110,1,1
111,0,0
112,0,0
113,1,0
114,0,0
115,0,1
116,0,0
117,1,0
118,1,0
119,0,0
120,1,0
121,0,0
122,1,1
123,1,0
124,1,0
125,0,1
126,0,1
127,0,0
128,0,1
129,0,0
130,1,1
131,0,0
132,0,0
133,0,1
134,0,0
135,0,0
136,0,0
137,0,1
138,1,0
139,0,0
140,1,1
141,1,0
142,1,0
143,1,0
144,1,1
145,0,1
146,1,0
147,1,1
148,1,0
149,0,1
150,1,1
151,1,0
152,1,1
153,1,0
154,0,0
155,0,0
156,1,0
157,0,0
158,0,0
159,0,0
160,0,1
161,1,1
162,1,0
163,1,0
164,0,0
165,0,1
166,1,1
167,0,1
168,1,1
169,1,1
170,1,0
171,1,0
172,0,0
173,0,0
174,1,1
175,0,0
176,0,0
177,0,0
178,0,1
179,0,0
180,0,1
181,1,0
182,1,1
183,1,0
184,1,0
185,1,1
186,0,1
187,0,0
188,0,1
189,0,0
190,0,0
191,1,1
192,0,1
193,0,0
194,0,0
195,1,1
196,1,0
197,1,0
198,1,0
199,1,0
